ID Candidato,PI,12,Nota Candidatura,E1,C1,E2,C2,E3,C3,E4,C4,E5,C5
56085,15.7,14.1,14.9,3082,9147,3062,9675,3031,L140,203,9011,904,9081
56086,16.1,12.4,14.25,3031,9990,6800,9019,501,L192,1105,9104,3031,8015
56087,15.8,16.9,16.35,1204,9554,1000,9817,906,L188,1510,9841,501,L285
56088,17.2,15.8,16.5,1504,8358,300,9099,1107,9192,1519,9098,1518,9121
56089,12.8,18.4,15.6,3117,L035,7220,L066,7001,9500,7075,9500,1516,8363
56090,17.7,18.6,18.15,7220,9549,3031,9140,3122,L033,3013,L066,3151,9005
56091,13.7,17.8,15.75,1503,L214,3163,9087,507,9026,903,9348,1110,9847
56092,14,15.8,14.9,1510,9162,1101,9554,3164,9664,603,9069,1504,8358
56093,13.9,13.3,13.6,3092,9157,1202,9081,1516,9238,3063,9061,3102,9123
56094,16.5,13.4,14.95,1502,L010,903,9015,901,9554,1105,L209,3105,9087
56095,16.9,14.2,15.55,6800,9119,506,9548,1103,9011,1518,9123,3134,L070
56096,14.2,14.5,14.35,602,L090,1503,L204,1108,9813,7220,L066,1000,9455
56097,16.9,19.1,18,903,9119,400,9112,1103,L227,1103,9385,1000,9056
56098,16.8,17.3,17.05,501,9123,1104,9081,400,9071,1510,9707,3186,9122
56099,14.5,17.2,15.85,7220,9549,1503,L096,1105,L236,3023,9152,3118,9455
56100,15.3,19.4,17.35,903,9209,1503,9113,602,9818,7035,9549,1507,9554
56101,17.5,15.7,16.6,1516,9448,3134,9829,3034,8156,3165,9731,6800,9119
56102,18.4,16.9,17.65,1502,L010,1519,9104,1000,9141,7005,8138,602,8262
56103,13.4,15.3,14.35,1110,9813,400,9740,1110,9708,3043,9112,1504,9078
56104,18.9,15.5,17.2,1518,L209,1000,9240,6800,9019,506,9548,1203,9113
56105,15.1,19,17.05,3153,9630,7230,9890,502,8067,505,9139,3054,9254
56106,13.4,15.6,14.5,1201,9129,1504,8358,1507,9554,7080,9500,1502,9072
56107,14,15,14.5,1519,9098,1000,9257,7110,9076,903,L209,501,9146
56108,15.6,15.7,15.65,1107,L251,3041,L029,1518,L162,3103,9457,1518,9123
56109,15.9,18.2,17.05,300,9194,602,9209,1103,9011,400,L258,3153,9205
56110,15.8,20,17.9,203,9011,1516,9023,1105,9540,7001,9500,3012,L194
56111,16.1,18.3,17.2,6810,L276,1517,9081,1516,9229,3062,9894,3013,9500
56112,14.3,13,13.65,1506,8458,1504,9078,7001,9500,300,9119,3152,9112
56113,20,13.3,16.65,7230,9861,7015,L068,3105,L131,3102,9112,1105,9104
56114,19.3,17.1,18.2,7210,8141,1202,9853,1105,9104,1000,9785,3112,8307
56115,16.5,19.1,17.8,1202,9081,1518,9099,1000,L215,1517,9147,6800,9119
56116,16.8,14.2,15.5,1503,9015,1203,L193,1511,9219,400,9112,3141,L259
56117,19.7,14.2,16.95,1202,9005,3161,L164,1101,9554,1507,9554,1000,9113
56118,15.8,16.8,16.3,1203,9123,911,9078,1515,9011,7110,9217,3123,9130
56119,16.1,16.1,16.1,1501,9257,902,9006,3165,9731,300,9099,300,9015
56120,15.4,19.1,17.25,3011,8005,901,9554,1504,8358,3041,9752,3043,9125
56121,14.2,17.4,15.8,3135,9117,6800,8014,300,9104,3062,8342,7105,9745
56122,14.2,15.5,14.85,400,9020,6800,L030,1105,L209,507,9026,3105,9178
56123,16.6,12.6,14.6,501,9223,3145,L008,1104,9147,1503,9226,1111,9707
56124,13.1,15.1,14.1,3064,9105,300,9012,1103,8258,400,9219,1518,9099
56125,19,16.3,17.65,7005,8138,602,9751,6800,8366,7002,9500,400,9740
56126,15.7,12.5,14.1,1204,9707,1000,9229,300,9119,1518,9455,1517,A013
56127,16.9,16.6,16.75,903,L231,3123,9130,3123,9085,3033,L260,3134,9058
56128,13.7,19,16.35,3064,9105,3153,9628,1000,9012,903,L209,6800,9189
56129,15.3,15.9,15.6,3064,9540,1105,L209,7230,9861,1506,9182,6800,9927
56130,13.5,16.7,15.1,906,L188,1307,L208,1110,9847,1000,9209,506,9813
56131,19.8,15.3,17.55,1306,L150,3122,L033,7220,9504,1508,9791,1104,9147
56132,12.7,13.8,13.25,3061,9619,906,8259,3135,9125,3164,9664,1204,9012
56133,16.4,17.1,16.75,506,9548,206,9351,3031,9759,6800,L030,1517,A013
56134,18.5,16.1,17.3,503,9240,3065,L146,1105,L236,1103,9146,3064,9119
56135,16.9,16.2,16.55,3143,9185,1105,L209,602,9012,506,9548,3135,9089
56136,13.6,17.1,15.35,3113,8439,904,9081,507,9238,1503,L214,1000,9397
56137,15.5,16.8,16.15,902,9145,3083,9089,1000,L147,1202,9219,1506,8458
56138,16.8,14.2,15.5,1507,9554,902,8109,506,9548,1000,9195,7230,9890
56139,12.4,14.2,13.3,3143,9185,400,9025,503,9081,1503,9146,1516,9002
56140,15.7,14.9,15.3,1501,9071,1000,9023,7002,9500,3102,9690,901,9554
56141,17.1,14.8,15.95,400,9707,3153,9629,3134,9227,3083,9089,1101,9554
56142,14.9,15.8,15.35,605,L256,3031,9869,1518,9099,3102,9242,3134,9205
56143,18.8,16.8,17.8,3138,9045,507,9026,3031,8402,902,9046,1201,L237
56144,15.7,14.4,15.05,1107,9197,1510,9841,1000,9081,3145,L008,300,9252
56145,14.6,17.2,15.9,1000,L188,501,9099,501,9119,3062,9668,1504,8358
56146,20,18.5,19.25,203,9015,3062,9675,3152,L124,604,9081,3103,L257
56147,17.7,17,17.35,7002,9500,1105,L209,3054,L021,1000,9023,1000,L215
56148,15.1,14.7,14.9,3143,9185,7220,8152,3135,9117,7005,9500,501,9448
56149,16.9,15.9,16.4,604,9229,300,9455,501,9089,1308,9081,7002,9500
56150,14.5,15.6,15.05,1000,9209,1101,9554,1107,9040,1107,9204,3063,L056
56151,15.3,18,16.65,1103,9011,505,9779,300,9041,3153,9993,7002,9500
56152,13.3,16.2,14.75,1518,L221,1107,9139,1307,9107,300,9209,903,9096
56153,17.4,17.5,17.45,3141,L259,1105,9099,1518,9345,3054,L021,1518,9345
56154,15.8,17.3,16.55,3102,9089,3032,8409,3102,9104,604,9219,7015,L068
56155,13,14.2,13.6,203,9210,3135,9455,604,9147,3143,9185,902,9182
56156,14.3,15.3,14.8,3112,9005,3117,9058,3031,9869,1518,9455,1506,9204
56157,14.9,15.1,15,1107,9181,3063,9152,3241,9056,903,9224,604,9240
56158,14.7,14.5,14.6,150,9240,1518,9125,3117,L035,3033,L260,400,9112
56159,12.7,14.7,13.7,1000,9123,3031,9759,1000,9853,602,8262,902,9040
56160,14.1,15.5,14.8,400,9112,505,9694,1518,L162,3102,9112,1000,L188
56161,17.1,20,18.55,3118,9109,903,9116,1502,L010,502,8067,300,9196
56162,16.5,17.8,17.15,6800,9019,3145,L008,3103,9457,1104,9081,1519,9104
56163,15.5,14.6,15.05,150,9238,1504,8358,400,9494,3118,9126,503,9240
56164,15.5,17.9,16.7,604,9229,506,9813,1110,9708,7002,9500,1000,9146
56165,14.7,16.2,15.45,903,L231,1103,9086,1000,9113,501,9099,1202,9204
56166,11.5,14.9,13.2,3042,9082,902,9252,501,9209,3102,9123,6800,9119
56167,11.7,16.9,14.3,3087,9148,3134,9053,1107,9192,503,9240,1516,9157
56168,15.3,16.1,15.7,3105,9013,160,8571,3092,9147,3153,9630,603,9243
56169,12.8,16.2,14.5,300,9069,3134,8005,3101,9492,7110,9163,1516,9019
56170,17.1,14.4,15.75,1203,9104,1503,9381,7055,9556,1507,9554,602,L090
56171,17.3,19,18.15,3118,9455,1000,9817,1101,9554,3135,9119,1517,9081
56172,17.3,16.4,16.85,903,L231,3055,9726,3064,9540,1104,9081,3055,9725
56173,16.8,15.7,16.25,7015,9504,1507,9554,3102,9741,3102,9242,1107,L251
56174,18.9,15.8,17.35,3153,9627,6800,9157,3181,9850,3135,9098,904,9081
56175,16.9,14.6,15.75,1503,9381,902,9006,506,9813,3105,9178,3061,9016
56176,14.7,20,17.35,3118,9121,505,9139,7210,9504,1105,9540,7040,9500
56177,19,16.8,17.9,300,9212,1000,9499,1000,9098,1518,9345,7045,9504
56178,15.8,18.2,17,1110,9813,400,8184,3041,L029,3064,9123,1504,8358
56179,15.5,14.1,14.8,3021,L157,1518,9099,1503,9119,1104,9081,3143,9152
56180,16.6,15.5,16.05,3145,L008,7230,8138,7020,L068,300,L223,505,9139
56181,11.9,17.4,14.65,1518,L233,1105,9540,1505,9494,1502,8399,3155,9500
56182,15.6,17.1,16.35,400,9740,3131,8002,3242,9380,3081,9070,1000,9243
56183,11.5,11.6,11.55,901,9554,300,L209,1204,9554,1000,9056,3081,9070
56184,15.5,15.2,15.35,3081,9023,3091,9563,3141,L259,3182,9152,3163,9087
56185,15.3,12.5,13.9,1201,9086,6800,9147,1503,9011,1516,8364,3135,9119
56186,17.8,15.2,16.5,1000,9455,203,9210,3117,9476,1517,9210,1000,9381
56187,15.3,17.6,16.45,1204,9540,7230,L066,3138,9119,1109,9026,1502,L010
56188,16.9,14.6,15.75,3134,9009,1504,8358,300,L202,300,9002,903,9123
56189,15.3,20,17.65,3134,9058,901,9554,1000,9078,1514,9143,1504,8358
56190,16.8,14.6,15.7,1320,9500,3118,9121,5402,9007,1504,8358,1000,9012
56191,16.3,17,16.65,1104,9147,1516,9240,1516,9448,3064,9105,7105,9745
56192,17.7,18.1,17.9,602,L090,903,L231,1000,9056,6800,9240,505,9694
56193,18,18.6,18.3,505,9133,3112,9876,1518,9099,7005,9500,1107,L251
56194,14.6,17.8,16.2,3131,8264,507,9219,1518,L239,1000,9015,1103,L227
56195,16.7,17.3,17,501,9455,1506,9133,1501,9071,3162,9473,3134,9870
56196,17.1,17,17.05,1510,9162,3241,9056,901,9554,300,9113,1308,9147
56197,12.5,13.4,12.95,3152,9119,1105,L209,1108,9813,1107,9139,203,9003
56198,20,16.4,18.2,3103,L257,3051,L093,1516,9019,3042,8323,1105,L209
56199,16.4,15.5,15.95,501,9891,7045,8149,3031,9056,3182,8517,3065,9058
56200,17.6,17.8,17.7,3012,8405,150,9181,7035,9549,903,L231,3134,9058
56201,14.4,15.1,14.75,1105,9123,3063,8029,1518,9121,3013,L066,1503,9011
56202,16,15.1,15.55,902,9006,400,9740,1000,L188,1502,8399,1502,9904
56203,20,14,17,1105,9540,1202,9238,7220,L068,1201,9752,1104,9147
56204,14,12.6,13.3,502,9078,3163,9148,6810,L276,3061,L009,3134,9829
56205,17.7,13.9,15.8,3081,9853,1516,9448,505,9133,3117,8015,300,L187
56206,14.8,14.4,14.6,1105,L236,1000,9785,7020,L068,1516,9240,604,9147
56207,15.9,16,15.95,1000,L218,7015,9501,1000,9817,3131,9879,1502,9072
56208,15.1,15.5,15.3,3112,9005,6800,9156,1110,9708,904,9081,3063,L056
56209,15.2,15.6,15.4,902,9006,903,9116,3142,L179,3141,L259,3012,L194
56210,16.6,13.6,15.1,1107,9182,400,9020,1000,9098,6800,L030,7075,9500
56211,13.9,14.4,14.15,901,9554,3112,L134,3145,9763,1105,9104,1507,9554
56212,15.9,12.8,14.35,3063,8519,1202,9853,1105,9099,3134,9205,3117,9058
56213,18.1,16.1,17.1,6810,L282,1104,9081,1000,9012,7035,8149,170,9254
56214,16.6,17.5,17.05,1103,9709,6800,L188,1000,8184,906,8259,1518,9099
56215,14.5,19.4,16.95,1507,9554,603,9257,3139,8442,300,9119,3113,8439
56216,15.5,19.8,17.65,3102,9205,1306,9219,3131,8002,203,9003,300,L217
56217,16.2,15.9,16.05,1308,9081,501,9448,203,9016,3042,8323,1104,9081
56218,14.7,13.6,14.15,7065,9500,7220,9504,1203,9113,3135,9089,1517,9147
56219,18.5,17.7,18.1,1202,9023,6800,9927,3135,9117,3112,9005,1000,9813
56220,13.4,12.5,12.95,604,8251,1504,9078,3112,9005,1103,9011,903,9089
56221,17.8,14,15.9,1000,9078,300,L254,1518,9345,203,9016,1105,L209
56222,13.5,18.3,15.9,6800,9240,3117,9991,3113,9191,3138,8097,3063,9152
56223,16.5,13.1,14.8,1518,L162,7001,9500,3131,9807,7230,9549,1204,9012
56224,15.1,17.4,16.25,150,L041,1515,8377,3143,9498,400,9494,1000,9229
56225,18.5,16.8,17.65,506,9548,3101,L099,506,9548,1000,9195,7002,9500
56226,15.3,12.8,14.05,1105,9540,7045,8149,206,9351,1516,9240,1000,9113
56227,18.5,16.7,17.6,1105,L209,1506,9182,7002,9500,6810,L274,1307,9107
56228,14.2,18.3,16.25,300,L209,3012,L194,3117,9889,400,9225,3045,9188
56229,19.2,16.9,18.05,400,9016,3064,L104,3083,9123,7230,9549,1202,9204
56230,19.8,15.8,17.8,7020,9500,400,9147,3023,9994,300,9113,6800,9019
56231,18.3,14.8,16.55,902,9182,1518,9345,1517,9081,903,L231,3105,9013
56232,15.3,14.6,14.95,502,8067,1103,9146,7001,9500,502,9078,3118,9089
56233,14.7,16.2,15.45,3064,9119,1000,9078,602,9015,1203,9113,1105,L236
56234,17.5,17.6,17.55,6810,L282,1110,9708,1000,L188,1508,9791,7230,8138
56235,14.7,15.4,15.05,3082,9205,503,9240,1518,L221,1114,9066,502,8067
56236,16.8,16.9,16.85,1105,9104,3031,8402,3134,L070,7230,L067,1000,8358
56237,16,16.4,16.2,1517,A013,7015,9500,1518,9455,1506,8104,6810,L282
56238,18.1,15.4,16.75,3112,9005,3161,L164,7035,9549,902,8109,7220,L067
56239,17.5,18,17.75,203,9011,3112,8307,1502,9070,1000,9229,604,9787
56240,15.9,17.6,16.75,1510,9707,6800,9885,3062,9717,3045,9165,604,9081
56241,18.8,14.9,16.85,1204,9554,1107,L251,1000,9223,502,8067,7230,9504
56242,15.8,15.3,15.55,1107,9006,1516,9448,1103,8258,1505,9494,1516,8363
56243,14.9,15.7,15.3,902,9020,1514,8411,906,L188,3155,9500,1114,9066
56244,16.2,13.7,14.95,1000,8184,7045,8149,1504,9078,502,8067,3045,9188
56245,19.7,15.3,17.5,903,9113,3181,9084,3243,L211,400,9025,501,L285
56246,15.2,20,17.6,3023,9242,1510,9162,502,8067,1507,9554,1503,9381
56247,15.5,14.7,15.1,3122,L033,3061,9016,400,9740,1504,8358,1101,9554
56248,14.9,18,16.45,906,9155,7005,9500,300,9119,1503,9011,503,9081
56249,14.1,16.7,15.4,1504,8358,3105,9087,503,9147,150,L041,1516,9019
56250,15.7,16,15.85,1202,9204,300,L223,1506,9181,1516,9023,3102,9123
56251,14.1,18.6,16.35,1114,9066,1105,L209,1510,9841,1507,9554,7080,9500
56252,19.6,16.8,18.2,3161,9003,1308,9853,1201,9752,1506,9182,3117,L035
56253,16.5,13.8,15.15,1107,L251,1506,9182,300,9002,3063,8029,1508,9791
56254,14.9,17.4,16.15,3117,9147,3081,9853,1103,8258,1000,9181,3011,9140
56255,13.5,17.3,15.4,903,9099,903,L209,1516,8111,3033,9074,3065,9895
56256,16.7,17.9,17.3,3065,L146,1508,9548,1502,9904,3105,9013,204,9240
56257,15.7,12.2,13.95,400,9835,902,9917,1110,9813,3182,9994,5402,9007
56258,16.6,18.5,17.55,6800,9098,3134,9053,1103,8258,3182,9491,300,9119
56259,18.5,12.4,15.45,501,9113,1114,9066,3152,9862,1518,9121,1107,L251
56260,13.7,17.9,15.8,3118,9126,1105,L236,3135,9110,7220,9549,1109,9219
56261,15.5,16.2,15.85,3103,8525,1503,L214,3135,9117,7210,8141,1516,9023
56262,17.4,13.7,15.55,201,9219,7110,9875,1000,9785,1502,L010,3164,9664
56263,14.9,15,14.95,3121,9238,903,9096,904,9081,3152,9112,602,L090
56264,13.7,12.8,13.25,1107,L251,1517,9081,1110,9708,1000,L229,3135,9117
56265,14.3,17.9,16.1,3331,9645,6800,9927,3139,8442,1518,9257,1000,9257
56266,17.9,11.1,14.5,503,9147,1505,9494,3042,9082,1518,9099,1308,9026
56267,16.4,13.5,14.95,506,9548,1202,9204,7015,9504,3242,9119,906,L188
56268,15.1,18.3,16.7,300,9081,3151,9853,300,L209,903,9116,400,9494
56269,14.2,15.1,14.65,1515,9011,7092,9500,7001,9500,3087,9254,3182,9205
56270,16.7,18.6,17.65,901,9554,1510,9841,3135,9110,400,9240,3121,9853
56271,14.5,18.3,16.4,1107,L251,903,L231,3134,9867,1321,9076,1103,9086
56272,15.1,10.7,12.9,503,9240,3102,8015,3135,9455,3011,8005,3131,9807
56273,16.5,11.4,13.95,503,9240,602,8262,602,9760,1506,9182,1504,8358
56274,18.8,15.5,17.15,400,9205,7005,9500,3081,9563,400,9740,1113,9548
56275,14.2,17,15.6,1110,9708,1516,9002,1105,L236,3113,9191,3062,9254
56276,14.8,16,15.4,1518,9121,1000,L188,602,9209,3081,8337,503,9240
56277,19.7,16.9,18.3,7230,L068,1506,9182,6800,8109,3155,9500,1517,9081
56278,14.3,14.3,14.3,204,9081,1517,A013,7040,9500,604,9219,1506,9182
56279,12,14.9,13.45,1501,9071,3023,9119,3101,9851,300,L209,1104,9081
56280,12.9,13.6,13.25,3064,L209,3331,9069,1107,9197,7020,9500,904,9147
56281,15.7,12,13.85,1000,9119,7035,9549,3045,9188,1504,8358,1107,9240
56282,17.1,19.1,18.1,3135,9125,3118,9455,3021,L157,1110,9847,502,8067
56283,14.6,14.5,14.55,1000,9113,3052,9485,3105,9178,1506,8104,1306,L150
56284,15.5,16.1,15.8,902,9006,1105,9089,1502,9070,1108,9813,6800,8366
56285,17,13.8,15.4,6800,9157,400,9015,7020,9504,1000,L188,1510,9707
56286,16.3,16.8,16.55,3102,9991,1103,9086,1204,9012,604,9147,6800,9157
56287,17.9,11.4,14.65,1000,L188,1107,9023,1000,9205,3145,9730,1502,9070
56288,17.7,16.5,17.1,1103,9223,506,9813,602,9818,1203,9113,3061,L009
56289,15.1,19.3,17.2,1516,9238,1518,9125,7092,9500,1506,9139,1516,9240
56290,15.6,16.8,16.2,300,9146,1518,9121,1201,9086,7002,9500,604,9147
56291,18.2,17,17.6,7040,9549,1518,L162,3103,8525,7002,9500,507,9026
56292,14.4,14.7,14.55,502,8067,3135,9098,300,L202,501,9455,3117,9476
56293,15.3,12.1,13.7,1204,9841,1503,9223,1516,9448,3102,9119,7035,9549
56294,16.3,16.8,16.55,3134,9053,3092,9157,300,9113,1000,9381,3055,L158
56295,17,15.5,16.25,902,9240,1517,9210,3113,9010,300,9015,7105,9745
56296,18.4,17,17.7,906,8259,501,9119,1000,8427,3164,9664,1000,9229
56297,19.9,17.6,18.75,3163,9087,1506,8413,502,8067,508,9707,3163,9087
56298,18.8,18.1,18.45,1507,9554,1104,9081,1515,9099,7085,9500,1000,L147
56299,17.2,15.6,16.4,6800,9119,1504,9078,1513,L040,3113,8439,904,9081
56300,15.1,17.6,16.35,1107,L251,1110,9847,1000,9019,3011,9888,1000,9243
56301,17.7,18.3,18,7015,8149,3135,9110,1113,9548,902,9020,903,9104
56302,15.1,14.4,14.75,1000,9098,505,9773,3042,9853,3102,9112,400,9205
56303,15.5,16.2,15.85,3082,9148,1107,9006,1105,L236,903,L231,7110,9177
56304,17.5,16,16.75,3134,9053,903,9348,3138,9045,1513,L040,1503,9141
56305,16.8,12.9,14.85,7230,9890,203,9016,6800,9019,1000,9455,902,9040
56306,16.1,15,15.55,505,9135,3105,9087,901,9554,7110,9163,1516,9157
56307,16.3,16.1,16.2,1202,9147,1105,L236,3131,9879,1107,9182,1000,9056
56308,11.8,16.2,14,1515,9087,3135,9125,3122,9119,1504,9078,903,9116
56309,15.2,14.7,14.95,3135,9117,1103,9141,400,9119,3152,9092,501,9099
56310,19.2,16.3,17.75,3121,9853,1507,9554,501,8408,1506,9139,7105,9789
56311,16.3,16.4,16.35,7220,9861,3051,9003,903,L167,3113,9231,1501,9071
56312,14.1,18.4,16.25,1504,8358,3135,9110,3113,9222,903,9119,3117,8015
56313,13.4,19.2,16.3,1506,L097,602,9015,400,9048,1204,9011,1504,8358
56314,15.2,19,17.1,1503,9015,1502,L010,502,8067,1204,9707,1518,9121
56315,16.5,15,15.75,6800,9098,201,9204,1000,9147,3063,8519,1000,9104
56316,16.7,18.3,17.5,1000,9113,3117,9889,3163,9147,400,9023,1103,9011
56317,16.4,14.9,15.65,3064,9123,1516,8364,604,L173,1508,9791,3053,9111
56318,15.5,15.2,15.35,1107,L251,204,9081,1517,A006,1508,9791,1107,9139
56319,11.7,17.8,14.75,3145,9763,1502,L010,1101,9554,7035,L068,3021,L157
56320,17.7,14.5,16.1,1104,9081,3152,9862,3063,9186,1516,9019,7220,9504
56321,15.2,14.1,14.65,902,9006,1000,9104,3064,9105,3135,9098,400,9351
56322,15,15.5,15.25,3117,9058,6800,9119,1516,9002,1203,9119,7110,9163
56323,15.4,15.4,15.4,1104,9147,7105,9789,400,9240,7035,9500,503,9240
56324,12.6,20,16.3,1105,9125,1103,9086,7005,9500,904,9081,150,9219
56325,14.6,15.2,14.9,3153,8111,3143,9185,7210,9861,501,9113,1518,9345
56326,17.8,17.5,17.65,1000,9134,1000,L218,1321,9076,6800,9157,7035,L068
56327,14,15.9,14.95,1510,9707,1000,9113,1503,9381,3012,L194,3063,8029
56328,14.8,14.2,14.5,1105,L209,1502,9070,7040,L101,300,9015,604,9147
56329,14.5,14,14.25,1107,9204,3031,9759,3051,L093,400,9740,1114,9066
56330,14.6,15.9,15.25,1504,9078,903,9116,1000,9257,1503,9113,1503,9113
56331,14.8,17.3,16.05,3135,9117,1000,L215,604,9219,3042,9853,3143,9156
56332,15.2,14.1,14.65,7020,9500,3062,9853,1202,9005,7230,L067,3102,9089
56333,16.4,15.3,15.85,7001,9500,903,8036,3065,9147,3181,9853,3121,9853
56334,18.7,20,19.35,3134,9829,7110,9177,3045,9205,501,9223,3063,9061
56335,17.9,16.3,17.1,3102,9690,1506,9135,300,9252,7015,9500,1515,9086
56336,16.7,15.5,16.1,300,L209,204,9240,1107,L251,1309,8083,1105,L209
56337,13.9,13.6,13.75,1103,L227,3112,9005,3152,9862,1104,9081,1518,L209
56338,16.7,17.8,17.25,604,9081,7230,9890,7110,9995,505,9773,501,9146
56339,18.1,11.3,14.7,3011,9888,1000,9012,604,L173,7045,9504,1000,9195
56340,11.7,14.2,12.95,3103,8525,7220,L066,1503,9212,7110,9163,1000,9181
56341,15.8,20,17.9,6800,9119,3022,9010,7105,9924,400,9351,3154,L100
56342,14.9,18.6,16.75,1502,9754,300,9119,1103,9696,1000,9146,6800,9927
56343,13.7,14.4,14.05,505,9139,3034,8341,3113,9222,7230,L067,3135,9119
56344,13.1,17.9,15.5,3131,9807,904,9081,1506,9139,1000,9192,502,8067
56345,14.7,13.4,14.05,3063,9801,1105,9540,506,9813,3145,9808,1105,9104
56346,17,14.9,15.95,300,9196,1516,9240,3152,9112,3164,9664,7105,9745
56347,16.1,18.7,17.4,7001,9500,3163,9254,1503,9381,7080,9500,602,8262
56348,15,19,17,300,9015,1503,9119,6800,9157,3118,9089,6800,9119
56349,17.5,16.2,16.85,3181,9853,1105,L209,7220,L067,1104,9081,1000,9023
56350,12.8,16.3,14.55,902,9040,1516,8364,300,9069,7001,9500,1000,L188
56351,13.5,19.7,16.6,505,L109,300,9113,1501,9069,7230,L067,400,9835
56352,19,16.3,17.65,201,9821,3135,9117,1107,9143,160,9185,1503,9385
56353,19,16.4,17.7,3242,9644,300,L209,1204,9012,3105,9013,3151,9633
56354,14.5,14.3,14.4,1109,9026,3118,9108,3102,9147,3153,9205,6810,L282
56355,15.9,17.7,16.8,7045,9500,1202,9196,400,9020,505,L109,3012,L194
56356,18.2,18.7,18.45,903,L167,3152,9862,1103,8258,300,L217,1204,9015
56357,18.2,15.5,16.85,3117,9991,3103,9007,1504,8358,1000,9023,901,9554
56358,18.2,14.1,16.15,3241,9056,3062,9898,906,9155,7210,9504,1000,L188
56359,11.5,14.7,13.1,204,9152,1516,9240,6800,9019,400,9205,1504,8358
56360,18.2,14.7,16.45,7035,L068,603,9347,1202,9081,1105,L209,300,9252
56361,16.7,17.1,16.9,902,9139,903,8036,3153,8111,3081,9853,3064,9540
56362,17.1,17,17.05,902,9181,602,9760,1105,L209,3105,9178,3134,9205
56363,13,17.3,15.15,1504,8358,3101,9238,3064,9770,1518,9121,3121,9254
56364,16.7,20,18.35,3103,L127,1109,9026,1505,9494,7080,9500,604,9081
56365,12.6,17.8,15.2,3118,L085,3134,9053,3118,9123,6800,9119,503,9081
56366,15.1,14.6,14.85,505,9694,1503,9119,7065,9500,7015,9504,1104,9081
56367,14.6,14.8,14.7,1103,9146,902,9006,400,9015,6810,L282,1204,9761
56368,16.5,16,16.25,400,9147,7045,8138,3152,9112,602,9119,206,9351
56369,18.8,16.5,17.65,3063,9061,1504,8358,903,9126,6800,9098,6800,9098
56370,14.4,16.7,15.55,3064,9123,300,L202,3105,9087,501,9113,1000,9012
56371,17.1,16.8,16.95,1503,9381,1306,9219,3135,9110,604,9081,3051,8397
56372,15.8,20,17.9,1110,9813,7020,L068,6800,8029,501,9113,3105,8514
56373,13.6,17.2,15.4,7110,9183,501,9113,1507,9554,1504,9078,6810,L282
56374,17.2,17.1,17.15,906,8259,3138,L030,1506,L097,3064,9105,300,9012
56375,16.5,16.2,16.35,7230,L068,400,9494,3182,9254,3135,9125,903,9224
56376,14.5,20,17.25,602,9760,1203,L253,1202,9023,1000,9192,1501,9071
56377,17.1,15.6,16.35,1000,9209,903,9119,1000,L188,3021,L157,1000,9499
56378,13.5,16.6,15.05,501,9099,3163,9147,1105,9096,5402,9070,300,9119
56379,16.4,14.6,15.5,1519,9098,1504,9078,3117,L035,1519,9098,1101,9554
56380,18.3,17.4,17.85,1507,9554,3145,L034,903,9116,1507,9554,3152,9862
56381,15.2,15.1,15.15,3135,9119,1105,9104,3122,9147,1103,9011,1203,9123
56382,14.8,17.9,16.35,300,9455,3181,9853,903,9015,903,9099,6800,9885
56383,18.6,18,18.3,7210,9504,6800,9885,901,9554,1000,9146,501,8408
56384,14.6,11.6,13.1,300,9099,1110,9708,3135,9119,3031,9140,3113,9231
56385,18.6,17.2,17.9,3082,9148,7015,8149,1501,9069,1103,9086,300,9147
56386,17.3,17.6,17.45,1000,9205,3155,9504,3112,8307,501,9123,1105,9104
56387,16.2,16.2,16.2,1504,8358,3155,9504,1516,9157,7230,8143,1502,9070
56388,16.4,14.3,15.35,3062,9853,1105,L209,3117,9058,1204,9540,1107,L251
56389,19.6,15.9,17.75,1504,8358,5402,8399,3102,9119,902,9145,7110,9163
56390,19,18.7,18.85,3102,9242,1518,9099,1202,9238,1110,9708,1502,9072
56391,13.7,19.2,16.45,7220,L067,6800,9219,506,9548,1518,9123,3155,9500
56392,19.1,19.8,19.45,3081,9023,7055,9556,1103,L096,3062,9717,3135,9117
56393,15.3,15.9,15.6,6800,9119,3154,9687,6800,9157,506,9548,300,9041
56394,17,17.8,17.4,7020,L067,1517,9210,7080,9500,3023,9119,1203,9113
56395,15.4,16.4,15.9,501,8408,902,9020,7015,9833,903,L167,7220,L066
56396,14.9,17.1,16,7110,9163,1510,9841,903,9348,7230,9504,6800,8366
56397,17.3,17.6,17.45,3163,9123,1516,8109,1514,8411,3117,9147,3082,9148
56398,13.9,14,13.95,140,8031,170,9254,1000,9113,6800,9240,902,9040
56399,15.6,15.7,15.65,3041,L029,6800,9240,1105,9104,902,9046,6810,L276
56400,17.3,18.1,17.7,1000,9181,1504,8358,3153,9629,7035,L068,3013,L066
56401,12.8,19.9,16.35,3131,L272,904,9147,3117,9889,3134,9053,3242,L186
56402,16.1,17,16.55,3131,9853,160,8083,300,9113,1506,9182,501,8408
56403,16.6,15.1,15.85,3131,9807,903,9099,1105,L236,3182,9994,3081,9853
56404,16.3,17.6,16.95,3101,9492,1000,L147,1510,9707,502,9078,1113,9548
56405,15.6,18,16.8,3135,9117,3013,9890,1503,9381,3012,L140,502,9078
