Instituição,Curso,Vagas,Colocacoes,Nota_Mínima
Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,Desporto  Condição Física e Saúde,90,78,10.000000
Instituto Politécnico de Setúbal - Escola Superior de Educação,Animação Sociocultural,32,32,15.750000
Instituto Politécnico de Setúbal - Escola Superior de Educação,Comunicação Social,33,34,15.500000
Instituto Politécnico de Setúbal - Escola Superior de Educação,Desporto,30,30,15.000000
Instituto Politécnico de Setúbal - Escola Superior de Educação,Tradução e Interpretação de Língua Gestual Portuguesa,20,20,16.600000
Instituto Politécnico de Setúbal - Escola Superior de Educação,Educação Básica,52,52,14.750000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologias de Energia,33,0,10.000000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia de Automação  Controlo e Instrumentação,48,19,10.000000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Eletrotécnica e de Computadores,56,58,15.750000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Informática,70,50,10.000000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Engenharia Mecânica,54,13,10.000000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia e Gestão Industrial (regime noturno),40,41,15.900000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologia Biomédica,49,49,14.300000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,Tecnologias do Ambiente e do Mar,32,32,15.550000
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos (regime pós-laboral),45,45,15.950000
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Recursos Humanos,53,54,15.500000
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Marketing,56,56,15.700000
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças,57,57,14.050000
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Contabilidade e Finanças (regime noturno),28,29,16.299999
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística,47,50,15.950000
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão de Sistemas de Informação,68,68,14.650000
Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,Gestão da Distribuição e da Logística (regime pós-laboral),45,46,15.450000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Biotecnologia,45,0,10.000000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil,20,0,10.000000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Engenharia Civil (regime noturno),20,20,15.550000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Bioinformática,33,34,13.450000
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,Tecnologias do Petróleo,30,30,16.450001
Instituto Politécnico de Setúbal - Escola Superior de Saúde,Enfermagem,44,45,15.850000
Instituto Politécnico de Setúbal - Escola Superior de Saúde,Fisioterapia,44,45,14.750000
Instituto Politécnico de Setúbal - Escola Superior de Saúde,Terapia da Fala,26,25,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Agronomia,35,36,15.400000
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Biotecnologia,26,26,16.600000
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Enfermagem Veterinária,35,0,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,Engenharia do Ambiente e Geoinformática,24,24,15.650000
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Educação Social Gerontológica,27,27,16.799999
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Educação Básica,54,54,14.600000
Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,Artes Plásticas e Tecnologias Artísticas,30,6,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Turismo (regime pós-laboral),30,30,12.950000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia da Computação Gráfica e Multimédia,53,0,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Alimentar,20,22,17.200001
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Informática,80,32,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Mecânica,36,36,16.500000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão,54,40,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Gestão (regime noturno),42,42,15.400000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Turismo,50,43,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design de Ambientes,28,28,15.950000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Design do Produto,40,12,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Civil e do Ambiente,35,4,10.000000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia Mecatrónica,40,41,13.950000
Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,Engenharia de Redes e Sistemas de Computadores,49,49,14.750000
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Gestão da Distribuição e Logística,31,31,16.100000
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Organização e Gestão Empresariais,31,32,15.600000
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Contabilidade e Fiscalidade,33,33,15.650000
Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,Marketing e Comunicação Empresarial,39,40,15.950000
Instituto Politécnico de Viana do Castelo - Escola Superior de Desporto e Lazer,Desporto e Lazer,70,72,15.150000
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Comunicação Social,63,64,15.300000
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Social,62,66,15.350000
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Artes Plásticas e Multimédia,46,46,15.350000
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Desporto e Atividade Física,35,36,15.050000
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Educação Básica,48,49,15.950000
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Publicidade e Relações Públicas,66,25,10.000000
Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Artes da Performance Cultural,27,23,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão Industrial,35,19,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologia e Design de Mobiliário,40,40,15.250000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Contabilidade,40,0,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Civil,44,3,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia do Ambiente,36,5,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Eletrotécnica,48,51,16.100000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Informática,66,15,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Engenharia Mecânica,45,47,16.150000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas,70,71,14.900000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Marketing,42,42,15.500000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Turismo,45,45,15.300000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Tecnologias e Design de Multimédia,48,34,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,Gestão de Empresas (regime pós-laboral),35,38,16.049999
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Enfermagem Veterinária,45,0,10.000000
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Agronómica,25,0,10.000000
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Alimentar,25,9,10.000000
Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,Engenharia Zootécnica,25,19,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Serviço Social (regime pós-laboral),27,11,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Engenharia Informática e Telecomunicações,36,30,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Gestão e Informática,23,23,14.650000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Gestão Turística  Cultural e Patrimonial,21,22,16.299999
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Serviço Social,30,18,10.000000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Gestão Comercial,36,37,14.850000
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,Secretariado de Administração,36,27,10.000000
Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Contabilidade,20,21,16.150000
Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Empresas,52,54,14.900000
Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Gestão de Recursos Humanos e Comportamento Organizacional,30,30,13.500000
Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,Turismo e Gestão do Património Cultural,35,0,10.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Civil,20,0,10.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Eletrotécnica e de Computadores,35,37,15.650000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Engenharia Informática,56,56,15.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Conservação e Restauro,35,36,15.800000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Design e Tecnologia das Artes Gráficas,52,52,14.150000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Fotografia,36,3,10.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Tecnologia Química,25,0,10.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,Gestão da Edificação e Obras,27,28,15.750000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Comunicação Social,32,0,10.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Engenharia Mecânica,25,8,10.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Informática e Tecnologias Multimédia,25,25,14.750000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Cinema Documental,24,6,10.000000
Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,Computação e Logística,20,20,16.600000
Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Design,44,48,15.150000
Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Multimédia,28,28,16.000000
Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Tecnologia da Comunicação Audiovisual,28,28,15.500000
Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Fotografia,20,20,16.299999
Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,Tecnologias e Sistemas de Informação para a Web,30,31,15.650000
Universidade do Porto - Faculdade de Belas-Artes,Desenho,25,29,16.750000
Universidade do Porto - Faculdade de Belas-Artes,Artes Plásticas,64,66,15.650000
Universidade do Porto - Faculdade de Belas-Artes,Design de Comunicação,57,57,14.900000
ISCTE - Instituto Universitário de Lisboa,Serviço Social (regime pós-laboral),38,39,16.700001
ISCTE - Instituto Universitário de Lisboa,Finanças e Contabilidade,72,72,12.850000
ISCTE - Instituto Universitário de Lisboa,Sociologia (regime pós-laboral),33,36,15.750000
ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas (regime pós-laboral),35,36,15.850000
ISCTE - Instituto Universitário de Lisboa,Ciência Política,40,41,16.500000
ISCTE - Instituto Universitário de Lisboa,Economia,72,73,15.350000
ISCTE - Instituto Universitário de Lisboa,Engenharia de Telecomunicações e Informática,60,60,15.750000
ISCTE - Instituto Universitário de Lisboa,Engenharia Informática,60,60,16.950001
ISCTE - Instituto Universitário de Lisboa,Gestão,175,124,10.000000
ISCTE - Instituto Universitário de Lisboa,Gestão de Marketing,40,40,15.700000
ISCTE - Instituto Universitário de Lisboa,Gestão de Recursos Humanos,40,43,16.299999
ISCTE - Instituto Universitário de Lisboa,Informática e Gestão de Empresas,60,60,16.049999
ISCTE - Instituto Universitário de Lisboa,Psicologia,72,72,15.650000
ISCTE - Instituto Universitário de Lisboa,Sociologia,63,65,15.550000
ISCTE - Instituto Universitário de Lisboa,Arquitetura,50,50,15.000000
ISCTE - Instituto Universitário de Lisboa,Antropologia,28,28,15.500000
ISCTE - Instituto Universitário de Lisboa,Engenharia Informática (regime pós-laboral),35,36,15.450000
ISCTE - Instituto Universitário de Lisboa,História Moderna e Contemporânea,33,34,16.100000
ISCTE - Instituto Universitário de Lisboa,Gestão Industrial e Logística,40,42,16.350000
ISCTE - Instituto Universitário de Lisboa,Ciência de Dados,60,60,14.600000
ISCTE - Instituto Universitário de Lisboa,Ciência de Dados (regime pós-laboral),30,30,15.400000
ISCTE - Instituto Universitário de Lisboa (Sintra),Política  Economia e Sociedade,22,23,15.450000
ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Segurança,23,26,16.000000
ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Inteligência Artificial,22,22,15.700000
ISCTE - Instituto Universitário de Lisboa (Sintra),Desenvolvimento de Software e Aplicações,24,25,15.350000
ISCTE - Instituto Universitário de Lisboa (Sintra),Matemática Aplicada à Transformação Digital,22,23,15.850000
ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Gestão,22,22,15.550000
ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais Educativas,21,21,15.500000
ISCTE - Instituto Universitário de Lisboa (Sintra),Tecnologias Digitais e Saúde,22,25,18.000000
Escola Superior de Enfermagem de Coimbra,Enfermagem,320,323,15.650000
Escola Superior de Enfermagem de Lisboa,Enfermagem,285,286,15.800000
Escola Superior de Enfermagem do Porto,Enfermagem,263,58,10.000000
Instituto Politécnico de Beja - Escola Superior de Saúde,Terapia Ocupacional,25,28,15.700000
Instituto Politécnico de Beja - Escola Superior de Saúde,Enfermagem,35,37,16.549999
Universidade do Minho - Escola Superior de Enfermagem,Enfermagem,80,80,14.000000
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Dietética e Nutrição,40,42,16.000000
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem,55,57,15.100000
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Enfermagem (entrada no 2.º semestre),50,51,14.250000
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Fisioterapia,25,25,16.500000
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Farmácia,53,38,10.000000
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Gerontologia,35,35,15.850000
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,Ciências Biomédicas Laboratoriais,40,43,16.100000
Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Enfermagem,55,61,15.200000
Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisioterapia,35,35,15.750000
Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Imagem Médica e Radioterapia,25,25,15.700000
Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Fisiologia Clínica,25,27,15.950000
Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,Ciências Biomédicas Laboratoriais,35,37,16.500000
Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,Enfermagem,65,65,14.300000
Universidade do Algarve - Escola Superior de Saúde,Dietética e Nutrição,27,27,16.049999
Universidade do Algarve - Escola Superior de Saúde,Enfermagem,37,37,15.350000
Universidade do Algarve - Escola Superior de Saúde,Fisioterapia,25,26,15.800000
Universidade do Algarve - Escola Superior de Saúde,Farmácia,27,29,15.700000
Universidade do Algarve - Escola Superior de Saúde,Imagem Médica e Radioterapia,30,30,15.800000
Universidade do Algarve - Escola Superior de Saúde,Ciências Biomédicas Laboratoriais,27,31,16.950001
Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Enfermagem,90,91,13.300000
Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Farmácia,40,40,14.200000
Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,Biotecnologia Medicinal,25,27,16.049999
Instituto Politécnico de Leiria - Escola Superior de Saúde,Terapia Ocupacional,37,37,15.450000
Instituto Politécnico de Leiria - Escola Superior de Saúde,Dietética e Nutrição,32,32,17.049999
Instituto Politécnico de Leiria - Escola Superior de Saúde,Enfermagem,85,85,14.000000
Instituto Politécnico de Leiria - Escola Superior de Saúde,Fisioterapia,35,35,15.350000
Instituto Politécnico de Leiria - Escola Superior de Saúde,Terapia da Fala,27,29,16.350000
Instituto Politécnico de Portalegre - Escola Superior de Saúde,Enfermagem,60,52,10.000000
Instituto Politécnico de Portalegre - Escola Superior de Saúde,Higiene Oral,20,22,17.150000
Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,Enfermagem,80,82,15.800000
Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde,Enfermagem,70,72,16.250000
Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,Enfermagem,96,99,15.800000
Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,Enfermagem,86,87,13.900000
Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo,Enfermagem,40,41,15.700000
Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada,Enfermagem,41,41,14.900000
Escola Superior Náutica Infante D. Henrique,Engenharia Informática e de Computadores,30,20,10.000000
Escola Superior Náutica Infante D. Henrique,Engenharia de Máquinas Marítimas,56,56,14.700000
Escola Superior Náutica Infante D. Henrique,Pilotagem,29,29,15.800000
Escola Superior Náutica Infante D. Henrique,Gestão de Transportes e Logística,38,38,14.650000
Escola Superior Náutica Infante D. Henrique,Gestão Portuária,21,7,10.000000
Escola Superior Náutica Infante D. Henrique,Engenharia Eletrotécnica Marítima,30,30,14.600000
Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração (regime pós-laboral),25,25,16.900000
Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira,60,62,15.250000
Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística,42,42,16.350000
Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística,60,60,15.400000
Escola Superior de Hotelaria e Turismo do Estoril,Informação Turística,51,52,15.350000
Escola Superior de Hotelaria e Turismo do Estoril,Produção Alimentar em Restauração,40,41,16.100000
Escola Superior de Hotelaria e Turismo do Estoril,Direção e Gestão Hoteleira (regime pós-laboral),56,56,14.900000
Escola Superior de Hotelaria e Turismo do Estoril,Gestão do Lazer e Animação Turística (regime pós-laboral),42,42,15.350000
Escola Superior de Hotelaria e Turismo do Estoril,Gestão Turística (regime pós-laboral),42,42,15.300000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Audiologia,34,36,15.900000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Dietética e Nutrição,42,44,15.650000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisioterapia,43,44,15.800000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Farmácia,42,43,14.100000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Saúde Ambiental,32,34,15.900000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Imagem Médica e Radioterapia,39,40,15.950000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Fisiologia Clínica,37,37,16.100000
Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,Ciências Biomédicas Laboratoriais,39,39,16.000000
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Dietética e Nutrição,40,40,14.700000
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ortoprotesia,27,27,16.450001
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisioterapia,43,43,15.950000
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Farmácia,48,48,14.600000
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Saúde Ambiental,27,27,16.549999
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Imagem Médica e Radioterapia,57,57,15.750000
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Fisiologia Clínica,40,41,16.200001
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ciências Biomédicas Laboratoriais,56,58,15.150000
Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,Ortóptica e Ciências da Visão,35,35,15.900000
Instituto Politécnico do Porto - Escola Superior de Saúde,Terapia Ocupacional,47,47,14.000000
Instituto Politécnico do Porto - Escola Superior de Saúde,Audiologia,21,21,16.000000
Instituto Politécnico do Porto - Escola Superior de Saúde,Ortóptica,21,21,17.000000
Instituto Politécnico do Porto - Escola Superior de Saúde,Fisioterapia,61,63,15.900000
Instituto Politécnico do Porto - Escola Superior de Saúde,Farmácia,55,57,14.900000
Instituto Politécnico do Porto - Escola Superior de Saúde,Saúde Ambiental,36,36,15.900000
Instituto Politécnico do Porto - Escola Superior de Saúde,Terapia da Fala,38,39,16.400000
Instituto Politécnico do Porto - Escola Superior de Saúde,Imagem Médica e Radioterapia,61,61,15.400000
Instituto Politécnico do Porto - Escola Superior de Saúde,Fisiologia Clínica,48,51,16.150000
Instituto Politécnico do Porto - Escola Superior de Saúde,Ciências Biomédicas Laboratoriais,61,62,15.350000
Instituto Politécnico do Porto - Escola Superior de Saúde,Biotecnologia Medicinal,32,33,15.200000
Instituto Politécnico do Porto - Escola Superior de Saúde,Osteopatia,21,21,14.750000
