ID Candidato,PI,12,Nota Candidatura,Curso 1,,Curso 2,,Curso 3,,Curso 4,,Curso 5,
48615,14.6,14.2,14.4,7105,L118,1000,9012,,,,,,
48616,13.2,13.7,13.45,1514,9143,1308,9853,3118,L117,,,,
48617,13.6,17.2,15.4,1519,9098,300,9146,400,9740,3131,9084,,
48618,16.7,10.7,13.7,400,9015,501,8408,3113,9010,3055,L158,7230,L067
48619,16.5,16.8,16.65,3121,9853,3065,9058,1510,9841,,,,
48620,15.8,16.7,16.25,902,9145,1502,9790,903,L167,,,,
48621,12.3,16.3,14.3,3103,9074,3117,8015,505,9139,,,,
48622,15.3,13.5,14.4,3031,9140,901,9554,1000,9119,,,,
48623,15.3,18.5,16.9,503,9081,1518,L221,1103,8258,,,,
48624,15.3,17,16.15,902,9182,1515,9087,3135,9117,,,,
48625,16.1,14.6,15.35,3243,L211,1105,9099,3152,9092,602,L090,,
48626,16.9,14.7,15.8,3013,L066,3045,9254,,,,,,
48627,17.4,12,14.7,7230,L066,1502,L010,3113,9191,506,9548,,
48628,15.1,16.3,15.7,507,9238,1518,9345,,,,,,
48629,13.8,16.5,15.15,6810,L282,3135,9125,,,,,,
48630,15.5,15.3,15.4,1105,9123,7015,9833,3242,9119,1503,9113,1103,L227
48631,12.5,15.8,14.15,1104,9081,7080,9500,1105,L209,,,,
48632,14.6,13.2,13.9,400,9025,1111,9707,300,9002,,,,
48633,16,14.7,15.35,1503,9212,1308,9853,1203,L253,,,,
48634,15.1,14.3,14.7,1517,9081,3011,9869,,,,,,
48635,13,16,14.5,3121,9254,505,9181,1107,L251,,,,
48636,19.2,15.1,17.15,1000,9113,3081,9023,,,,,,
48637,15.4,17.1,16.25,1105,9104,1103,L227,3012,L194,,,,
48638,18.7,19.5,19.1,1201,9086,1000,9381,3117,8015,,,,
48639,15.8,12.6,14.2,501,9011,1518,9455,7220,L161,902,9020,,
48640,17.8,15.9,16.85,1518,9345,1103,9696,3042,9084,1518,9096,,
48641,13.9,16.3,15.1,3138,9119,7035,L066,1503,L214,1517,A001,,
48642,17.4,13,15.2,502,9078,904,9081,,,,,,
48643,14.2,13.6,13.9,6800,9119,902,9240,3113,9222,,,,
48644,14.7,17.8,16.25,7045,9890,1000,9381,,,,,,
48645,19.1,17.4,18.25,1502,L010,6810,L282,904,9081,,,,
48646,15.1,15.5,15.3,1105,L209,3113,9191,,,,,,
48647,16.5,13.5,15,7220,9504,3165,9731,,,,,,
48648,16,20,18,300,9099,3131,9878,1000,9113,,,,
48649,15.1,17.5,16.3,5402,9070,1516,8363,501,9113,911,9078,,
48650,14.3,14.5,14.4,1000,9397,3145,L008,903,9119,3165,9731,3052,9238
48651,15.5,14.6,15.05,903,L231,3138,9045,1515,9011,7002,9500,,
48652,15.8,17.1,16.45,5402,8399,7015,9500,300,9147,903,L231,1514,8411
48653,18,11.6,14.8,3131,9563,1000,9257,3081,9023,1000,9015,,
48654,15.1,14.9,15,3162,L122,1506,8413,7001,9500,7110,9076,1105,9125
48655,19.6,14.8,17.2,1506,8413,1506,9917,1000,9146,1105,L209,,
48656,14.2,17.1,15.65,3163,9751,901,9813,3064,9105,3117,9991,,
48657,20,17.3,18.65,1516,8111,1517,9081,,,,,,
48658,18.1,13.4,15.75,1103,L227,507,9026,3134,9053,,,,
48659,13.2,15.8,14.5,1000,9785,602,9104,1105,9125,3131,9807,,
48660,20,15.4,17.7,507,9026,6800,L189,,,,,,
48661,14.7,13.8,14.25,903,9209,904,9081,1000,9688,3152,9112,505,L109
48662,20,17.5,18.75,7020,9504,903,9116,505,9773,1103,8258,,
48663,15.9,16,15.95,1202,9147,3013,L066,503,9147,1202,9238,,
48664,15.8,13.5,14.65,502,8067,501,L192,,,,,,
48665,16,16.7,16.35,3113,9222,3164,9664,1000,9192,1510,9841,1506,9131
48666,13.7,19.5,16.6,3135,9098,902,9006,6800,9098,901,9554,3163,9087
48667,17.2,15.3,16.25,3087,9254,400,9075,,,,,,
48668,13.4,18.9,16.15,902,9182,1506,9139,,,,,,
48669,18.9,18.7,18.8,503,9240,3153,9157,3134,9058,3032,8409,1000,9056
48670,14,16,15,300,9089,903,8036,,,,,,
48671,16.8,16.8,16.8,6800,9147,7002,9500,3064,9105,,,,
48672,14.3,15,14.65,3118,9089,602,9751,3103,L127,,,,
48673,17.1,17.5,17.3,1000,9817,3013,9500,,,,,,
48674,15.9,14.8,15.35,1503,9141,3153,8111,3134,9829,506,9548,,
48675,13.9,17.7,15.8,1201,9129,1107,9006,1202,9147,7110,9076,,
48676,18.3,16.5,17.4,7210,8149,3122,9070,1000,L188,,,,
48677,18.1,16.8,17.45,140,9022,3135,9089,,,,,,
48678,17,14.6,15.8,3331,9645,1000,9209,3118,9109,3082,9148,,
48679,19.8,13.9,16.85,400,9074,1503,L096,3042,9563,,,,
48680,15.6,13.1,14.35,400,9740,7020,L068,,,,,,
48681,15,17.7,16.35,1114,9066,1103,9696,1000,9499,400,9225,3118,9109
48682,10.6,16.6,13.6,1502,L010,906,L188,,,,,,
48683,14,14.7,14.35,3112,L134,604,9229,502,8067,1103,9709,3062,9717
48684,18.2,14.9,16.55,7230,L066,903,9089,3082,9148,,,,
48685,12,18.5,15.25,3064,9123,3102,9112,3117,9242,3117,8015,903,9116
48686,18.3,15.4,16.85,6810,L276,501,9455,1514,8411,,,,
48687,13.3,15.5,14.4,508,9707,6800,9157,,,,,,
48688,14.3,16.6,15.45,3031,8015,300,9204,902,9204,505,9006,,
48689,13.7,16.7,15.2,1000,9209,1108,9813,,,,,,
48690,15,15.1,15.05,6800,9098,901,9554,3064,9105,,,,
48691,15.7,18.4,17.05,903,9123,3181,9054,1307,9107,3145,L034,,
48692,19.6,12.9,16.25,3118,9126,300,9123,300,9252,,,,
48693,17,16.9,16.95,3042,L175,903,L209,3102,9123,,,,
48694,15.1,17.7,16.4,1506,9139,1204,9554,7220,L066,3134,9058,1518,9099
48695,18.4,14.3,16.35,603,9347,1506,9182,3186,9168,,,,
48696,16.7,12.4,14.55,1507,9554,904,9081,3117,9147,,,,
48697,13.2,16.7,14.95,1000,9113,7065,9500,,,,,,
48698,14.1,16.2,15.15,1503,9385,3011,9056,7010,9500,,,,
48699,15.6,18.5,17.05,150,9240,1515,9086,,,,,,
48700,18.2,14.2,16.2,1105,9540,602,L090,,,,,,
48701,17.1,15.1,16.1,504,9494,1502,9072,300,9209,,,,
48702,15.9,11.6,13.75,3135,9110,3065,9205,300,9252,,,,
48703,17.5,15.4,16.45,3162,9473,3023,9994,,,,,,
48704,17,14.5,15.75,3055,9725,1508,9791,6800,9147,,,,
48705,14.3,16.1,15.2,6810,L282,3082,9148,501,L192,7005,9500,,
48706,17.3,17.8,17.55,400,9147,1000,9019,3121,9853,1506,9133,1502,8399
48707,14.2,16.7,15.45,400,9240,1000,9397,501,L192,7015,9833,902,9448
48708,15,13.3,14.15,300,9113,504,9494,160,8571,3042,9563,201,8509
48709,17,16.1,16.55,3331,L071,3033,9470,1503,9385,,,,
48710,15.8,17,16.4,903,9116,1110,9708,,,,,,
48711,15.9,17.5,16.7,1000,9146,3118,9455,1000,9195,1201,9752,3131,8002
48712,15,15.3,15.15,1111,9707,602,9015,1105,L209,,,,
48713,14.7,13.7,14.2,1107,9139,506,9813,3063,9801,3118,L119,1107,L251
48714,14.7,15.5,15.1,300,L209,7210,L067,3122,9119,,,,
48715,15.4,17.3,16.35,3064,9119,506,9548,3082,9147,3182,9123,,
48716,13.6,17.7,15.65,902,9204,7005,8138,1518,L162,,,,
48717,15.1,13.6,14.35,1518,9257,1519,9098,1202,9204,3135,9123,906,L188
48718,16.2,14.9,15.55,300,L221,400,9147,903,9119,3064,9105,3134,9043
48719,14.5,17.2,15.85,1103,8258,1000,9785,1506,8413,903,L231,3081,9084
48720,17.2,17.1,17.15,3045,9213,1107,L251,,,,,,
48721,12.7,13.3,13,1502,9754,3117,L035,506,9548,,,,
48722,19.4,12.9,16.15,1103,L096,1103,9146,,,,,,
48723,18.8,15.6,17.2,6800,8366,7035,9549,1000,8358,3105,8514,,
48724,20,15.8,17.9,901,9554,1104,9081,7002,9500,,,,
48725,16.8,17.1,16.95,3118,9455,3101,9797,3092,9056,1104,9081,,
48726,15,16.9,15.95,1000,9397,3011,8005,1000,9381,,,,
48727,15.9,14.8,15.35,3138,L091,501,9113,903,9099,1103,9011,,
48728,13.7,13.1,13.4,3103,9243,6800,9098,,,,,,
48729,11.7,15,13.35,903,9348,505,9139,1513,L040,1506,9182,,
48730,17,20,18.5,1510,9162,3031,9242,7001,9500,3063,9186,3081,9084
48731,16,16.8,16.4,1000,9006,203,9011,1506,9182,,,,
48732,18,17.1,17.55,400,9707,3013,9500,901,9554,,,,
48733,14.2,17.7,15.95,7230,8143,7210,L066,3122,L033,7010,9500,,
48734,13.4,18.5,15.95,3031,9140,7001,9500,1505,9494,,,,
48735,16.8,14.8,15.8,1504,8358,903,9119,1114,9066,,,,
48736,12.7,14.6,13.65,1518,9474,602,9104,7002,9500,1000,9192,,
48737,13.5,16.8,15.15,3101,9851,1501,9069,1502,9790,1000,9785,,
48738,14.4,11.9,13.15,1107,L251,501,9119,203,9011,,,,
48739,16.6,14.6,15.6,603,9069,300,9119,3112,L134,1518,9257,,
48740,16.5,12.5,14.5,3042,L175,1204,9841,3062,9894,,,,
48741,16.6,16.3,16.45,6800,9156,7220,L067,,,,,,
48742,15.2,17,16.1,3013,9890,3154,L100,3135,8316,3102,9112,1202,9219
48743,16.2,20,18.1,1502,L010,1504,8358,1000,9113,,,,
48744,15.2,15.5,15.35,300,9455,300,9119,504,9832,201,9817,,
48745,18.4,15.8,17.1,1109,9026,150,9181,3182,9123,,,,
48746,14.3,13.5,13.9,1110,9708,1502,L010,505,9139,1503,L214,3064,9105
48747,17.4,17.5,17.45,3101,9851,7110,8011,7220,9549,,,,
48748,16.3,16.4,16.35,7220,L161,502,9078,,,,,,
48749,13.9,16.7,15.3,903,8036,3081,9084,,,,,,
48750,15.9,17.7,16.8,3064,9540,1103,9146,,,,,,
48751,17.1,15.6,16.35,1110,9708,3031,9152,,,,,,
48752,16.4,16.4,16.4,1504,8358,3143,9785,506,9548,6810,L282,,
48753,13.8,15.8,14.8,1105,L209,1515,9086,507,9219,,,,
48754,16.6,13.8,15.2,1000,9353,7110,9177,3041,9752,7075,9500,,
48755,14.9,18.4,16.65,1307,9107,1201,9129,3134,9058,150,9240,904,9081
48756,18,15.1,16.55,6800,9157,503,9240,3153,9628,400,9240,,
48757,17.2,15.7,16.45,1203,9113,3042,L175,3118,9123,903,9116,,
48758,16.5,16.8,16.65,903,9116,6800,9098,7002,9500,903,8036,7210,8141
48759,18.5,13.2,15.85,602,9910,1518,9099,903,9348,501,9011,,
48760,15.3,19.8,17.55,3042,9853,505,9143,3064,9089,1507,9554,1517,9081
48761,19.7,14.3,17,1109,9026,400,9112,602,9760,503,9240,,
48762,13.4,17.7,15.55,7001,9500,1109,9219,300,9119,,,,
48763,15.1,17.9,16.5,203,9011,3102,9119,902,9240,,,,
48764,17.7,14.1,15.9,203,8258,3145,9763,7075,9500,6810,L276,6800,9219
48765,18.2,15.7,16.95,400,9112,1105,L209,1501,9071,,,,
48766,16.1,18.5,17.3,3131,9878,7220,9549,1518,9121,,,,
48767,15.7,16.5,16.1,1107,9181,3062,9054,911,9078,1503,9113,,
48768,17.1,16,16.55,506,9548,3118,9126,7045,8138,,,,
48769,15.9,15.6,15.75,902,9448,300,9119,,,,,,
48770,19.4,12.3,15.85,1506,9182,1000,9817,1000,9785,3117,9242,,
48771,16.2,17.8,17,1519,9104,7001,9500,3032,8417,1320,9500,1103,L227
48772,11.5,12.5,12,6800,L188,3143,9156,300,9002,1503,9209,,
48773,15.7,16.8,16.25,506,9548,1105,L236,3082,9205,300,L209,,
48774,18.3,18.9,18.6,6800,9189,505,9143,1517,A001,602,9209,,
48775,16.6,16,16.3,1201,L237,3113,9231,,,,,,
48776,17.1,14.3,15.7,1101,9554,1504,9078,3117,9870,400,9835,,
48777,16.8,17.1,16.95,903,9224,1105,9104,400,9918,3135,9936,3118,9121
48778,16.6,16.8,16.7,3062,L095,1516,8363,3118,9123,3065,9119,1105,9104
48779,18.3,11.4,14.85,1503,9381,6810,L282,3123,9085,501,9455,,
48780,14.4,18.4,16.4,3063,9186,1105,L209,3055,9725,902,9204,3112,8307
48781,15.7,17.9,16.8,1515,9011,1201,9752,501,9113,1518,9121,,
48782,16.6,15.9,16.25,503,9240,7055,9556,6810,L280,,,,
48783,14.8,16.5,15.65,603,9069,1105,9123,3117,9476,,,,
48784,12.9,19.8,16.35,3101,9492,1506,9182,,,,,,
48785,17.8,14.7,16.25,1507,9813,506,9548,7035,9500,,,,
48786,16.4,19.2,17.8,3138,9119,1105,9125,7002,9500,3242,9119,1502,9790
48787,13.2,14.7,13.95,6810,L282,1516,9157,1000,9229,1306,9196,,
48788,16.3,14.7,15.5,1111,9707,1518,L221,,,,,,
48789,13.8,17.2,15.5,1501,9257,1504,9078,1506,9006,,,,
48790,15.4,17.4,16.4,1518,L209,505,9143,203,9011,602,9910,,
48791,14.9,14.5,14.7,3181,9347,3242,9380,501,L209,,,,
48792,17.9,15.8,16.85,3242,9380,203,9011,,,,,,
48793,16.1,16.9,16.5,3023,9152,1201,9129,3152,9862,300,L217,,
48794,18,15.3,16.65,7230,L068,1518,L221,1517,9081,501,9011,,
48795,14.3,14,14.15,3135,9119,3134,9058,904,9081,,,,
48796,15.6,20,17.8,1000,9119,3134,9043,,,,,,
48797,14.9,17.3,16.1,1000,9113,1519,9104,1506,9135,,,,
48798,15.7,13,14.35,1201,L237,3043,L069,904,9081,,,,
48799,14,16.7,15.35,1516,9019,903,L167,1504,9078,507,9238,,
48800,13.8,13.4,13.6,1510,9707,3134,9058,7110,9217,1105,9104,,
48801,17.2,17.1,17.15,1308,9081,6800,9157,3165,9731,1518,9121,,
48802,15.1,14.1,14.6,3043,9125,6800,9119,3134,9227,7230,8143,3045,9254
48803,16.8,16.5,16.65,903,9224,400,9025,3182,8517,3011,9888,,
48804,14.2,15.6,14.9,1518,9121,300,9204,7110,9177,,,,
48805,17.9,18.3,18.1,1510,9841,1502,9072,3153,9157,501,9257,3064,9119
48806,15,16.2,15.6,3135,9119,3242,9112,1103,9086,,,,
48807,17.5,12.1,14.8,400,9257,3135,8316,400,9071,,,,
48808,15.6,17.1,16.35,3045,9254,6800,9147,7055,9500,,,,
48809,16.7,19.8,18.25,3182,9205,400,9074,,,,,,
48810,18.3,15.3,16.8,1000,9098,1503,9011,,,,,,
48811,18.4,17.2,17.8,1502,8399,1114,9066,,,,,,
48812,17.3,14.7,16,3031,9152,505,9006,901,9554,6800,9119,,
48813,15.3,16.3,15.8,6800,9147,3052,9485,1000,9078,6800,L030,,
48814,16.3,17.3,16.8,1105,9540,903,9116,1517,9081,6810,L282,,
48815,15.5,15.1,15.3,901,9554,400,9835,1000,L221,,,,
48816,14.2,13.5,13.85,1000,9056,204,9081,501,9011,6800,9147,1105,9123
48817,15.1,16.1,15.6,1105,9123,1510,9841,1503,9113,,,,
48818,15.4,17.3,16.35,505,L109,3241,9640,7002,9500,3011,9869,,
48819,14.7,14.6,14.65,7110,9875,7210,9504,300,L217,1518,L209,,
48820,14.3,14,14.15,7230,9890,7005,8138,3182,9994,3135,9117,3103,L127
48821,15,16.3,15.65,400,9071,1508,9791,1506,9204,1516,9023,,
48822,16.1,19.3,17.7,1114,9066,1000,9078,3135,9117,3031,9242,,
48823,17.8,14.8,16.3,1320,9500,902,9182,501,9113,,,,
48824,16,13.4,14.7,3151,9005,3105,9207,3153,9628,,,,
48825,14.8,17.5,16.15,903,9099,3012,L194,3117,9147,1105,9104,,
48826,15.5,13,14.25,6810,L282,3155,9504,1503,9146,1110,9708,,
48827,17.9,17.4,17.65,3134,9227,602,9011,3055,9726,3042,9853,,
48828,13.8,15.1,14.45,3083,9089,3011,8005,,,,,,
48829,14.3,17.6,15.95,1104,9147,203,9016,1107,L251,,,,
48830,14.8,19.3,17.05,300,9455,1000,9078,904,9081,1204,9554,3182,9254
48831,20,19.7,19.85,3092,9855,3182,9056,,,,,,
48832,16.4,15.3,15.85,6810,L282,1109,9026,3105,L131,150,L041,6800,9098
48833,18.5,11.7,15.1,1107,L251,1202,9196,,,,,,
48834,15.4,20,17.7,7210,9504,903,9089,7045,9890,,,,
48835,12.1,16.2,14.15,3051,L093,904,9081,7001,9500,6800,9019,1105,L209
48836,14.7,14,14.35,1103,L227,3062,9774,1202,9023,1506,9181,,
48837,12,11.4,11.7,903,9123,3123,9130,6800,9257,,,,
48838,16.9,15.5,16.2,6800,9240,1503,9113,,,,,,
48839,13,18,15.5,3113,8439,1502,L010,503,9240,3117,9058,,
48840,20,16,18,903,9123,1000,9056,,,,,,
48841,13.7,18.2,15.95,3118,L085,1502,L010,505,9143,3102,9991,,
48842,12.9,15.9,14.4,3162,9473,501,9119,1000,9147,1201,9752,,
48843,15.9,16.4,16.15,1000,9019,1105,9104,1000,9012,1203,9113,,
48844,14.5,18.4,16.45,7015,9501,3122,9070,1000,9917,502,9078,,
48845,15.1,19.2,17.15,1105,9540,7230,9549,1109,9219,,,,
48846,17.6,15.5,16.55,902,9020,7080,9500,904,9147,,,,
48847,16.1,14.7,15.4,906,9155,3152,9862,501,9146,1306,9069,,
48848,14.2,17.7,15.95,1506,8413,1103,9086,,,,,,
48849,16.1,13.1,14.6,300,L217,7230,8138,1107,L251,3012,8016,,
48850,13.7,15.7,14.7,7230,8143,1000,9127,1000,9089,,,,
48851,17.1,18.5,17.8,1518,L239,400,9225,1107,9006,,,,
48852,16,14.5,15.25,1109,9026,1103,9385,,,,,,
48853,16,16.8,16.4,1108,9813,7015,L068,3042,9898,3102,9104,,
48854,14.6,13.7,14.15,1105,9104,170,9081,1503,9141,3118,9123,,
48855,12.2,17.4,14.8,1000,9205,1000,9123,1000,9056,7001,9500,,
48856,19.4,17,18.2,3121,9254,505,9006,3161,9016,300,L187,,
48857,14.6,19.2,16.9,3061,9619,501,9448,3162,9853,,,,
48858,15.6,16.8,16.2,3134,9053,1204,9540,506,9548,,,,
48859,17.9,14.8,16.35,7230,9890,1517,A013,400,9020,3153,9629,,
48860,14.1,14.5,14.3,3138,8398,1506,9182,508,9707,3153,9628,7035,9549
48861,15.8,15.3,15.55,3065,9147,7220,L066,,,,,,
48862,17.6,18.5,18.05,6810,L282,1105,9540,3021,L157,,,,
48863,15.5,13.2,14.35,300,9204,501,L285,1501,G008,1518,9121,901,9554
48864,16.6,18.8,17.7,1105,9540,1105,L236,3103,8525,,,,
48865,16.8,14,15.4,1518,L221,501,9011,7210,L068,,,,
48866,14.1,19.6,16.85,1506,9204,3112,8307,7220,8152,7110,8011,,
48867,13.9,17.1,15.5,507,9026,1510,9707,,,,,,
48868,18.2,15.4,16.8,3113,9231,400,9257,,,,,,
48869,11.7,12.4,12.05,3064,9105,3062,8342,1110,9708,3135,9117,,
48870,14.9,14.5,14.7,1103,9086,7001,9500,1101,9554,1000,9113,,
48871,17.7,16.9,17.3,3055,9726,7220,L068,3139,8442,1105,L236,,
48872,15.2,17.2,16.2,400,9020,902,9006,1517,A013,3042,9853,,
48873,18.6,14.9,16.75,300,L209,1105,9099,1000,9098,3054,L021,,
48874,18.8,16.1,17.45,1107,9192,1204,9761,3134,8005,604,9219,,
48875,20,17.1,18.55,300,9119,7040,9500,3135,9117,3105,9087,903,L167
48876,19.2,15.4,17.3,3012,L194,3043,9125,1502,9754,,,,
48877,19,16.2,17.6,3135,9123,502,8067,3105,9013,1104,9081,,
48878,19.1,17.3,18.2,1203,9113,901,9554,3011,9140,1106,9494,,
48879,16.8,14.9,15.85,7110,9163,502,8067,1103,L227,,,,
48880,13.8,20,16.9,1108,9813,1516,8014,501,9146,1518,9121,6800,8014
48881,16.9,18.2,17.55,1504,9078,1516,9448,3087,9254,1504,8358,,
48882,14.2,15.9,15.05,3134,9716,400,9707,1107,9143,3138,9119,904,9081
48883,13.7,13.8,13.75,903,9209,3135,9125,506,9813,,,,
48884,13.8,14.8,14.3,7220,L161,6800,9081,503,9240,3142,9853,,
48885,15.2,17.6,16.4,3113,8439,3142,L179,3118,9109,3134,9053,,
48886,19.2,15.9,17.55,3063,L023,3138,9119,1507,9554,1503,9212,,
48887,16.7,17.3,17,1107,9192,1000,9785,501,9113,1506,9181,,
48888,16.3,14.9,15.6,300,9194,903,9099,,,,,,
48889,14.9,17,15.95,6800,9119,3065,L146,3145,9763,3054,L021,6810,L282
48890,14.4,14.3,14.35,503,9081,5402,8399,3153,9628,,,,
48891,15.2,17,16.1,3103,9074,903,8036,904,9081,3139,8442,,
48892,12.8,14.5,13.65,7075,9500,507,9026,1107,9694,,,,
48893,17,17.7,17.35,1504,9078,201,9204,1506,9204,604,9240,,
48894,14.2,14.2,14.2,7005,9500,501,9011,502,8067,,,,
48895,16.5,12.9,14.7,3135,9119,1000,9219,3065,9147,1507,9554,,
48896,15.9,13.8,14.85,7230,9890,203,9013,1000,9817,3154,9090,,
48897,16.7,17.7,17.2,1518,L162,1518,9257,1506,9917,,,,
48898,20,18.6,19.3,1504,8358,3117,9058,3023,9994,1000,8183,1516,8014
48899,14.8,17.4,16.1,506,9548,1519,9098,,,,,,
48900,13.3,17.6,15.45,1506,9204,604,L047,501,9223,,,,
48901,17.6,13.4,15.5,203,9015,1201,9129,502,8067,,,,
48902,14.7,17.9,16.3,400,9257,3122,9070,1202,9853,1000,9243,,
48903,12.8,12.8,12.8,501,9891,203,9011,300,9119,3101,9084,501,9113
48904,16,17.6,16.8,1508,9791,3063,L023,400,9219,,,,
48905,15.8,16.8,16.3,7055,9556,502,8067,3134,9227,3181,9853,,
48906,17.8,15.7,16.75,1103,9146,7220,9504,3083,9089,,,,
48907,16.5,14.1,15.3,501,9113,3118,9455,1517,A013,3118,9121,,
48908,15.5,17.1,16.3,3062,9254,604,9026,7093,9500,1202,9254,,
48909,13.9,19.6,16.75,3022,9010,3181,L154,3064,9770,3135,9117,,
48910,13.3,14.6,13.95,1000,9785,1503,L096,,,,,,
48911,15.1,14.5,14.8,3064,9105,170,9081,7220,L161,3117,8015,1000,9195
48912,14.1,14.1,14.1,3013,9890,1506,9204,7040,L101,3145,L034,,
48913,15.8,16.9,16.35,1516,8363,1000,9098,3064,9089,3082,9205,,
48914,14,17.7,15.85,1518,9345,204,9240,3122,L033,906,9155,506,9813
48915,16.8,16.2,16.5,3135,8316,1503,9015,3135,9119,,,,
48916,14.6,14.2,14.4,3113,9222,1000,9015,1103,9011,,,,
48917,15.7,18.4,17.05,507,9026,1518,9121,501,L285,904,9081,,
48918,15.8,18.3,17.05,1202,9081,604,9219,1105,9540,,,,
48919,14,16.4,15.2,3151,9563,3062,9894,1515,9011,3103,L257,206,9351
48920,14.6,20,17.3,3123,9003,3134,9043,3011,8005,1105,9099,,
48921,16.1,14.5,15.3,160,8571,7210,L067,1506,9182,,,,
48922,20,15.5,17.75,1517,9210,501,9891,400,9147,1107,9192,400,9257
48923,15.2,15.6,15.4,7035,L068,300,L187,7035,9500,1000,L215,1105,9540
48924,16.8,20,18.4,7015,8149,3134,9205,3118,9123,906,8259,,
48925,19.3,15.5,17.4,3063,L023,1516,8111,3118,9089,,,,
48926,18.6,19.7,19.15,1509,9847,3113,8438,1103,9146,,,,
48927,20,15.7,17.85,3011,9140,1518,9121,7220,9504,,,,
48928,18.9,12.1,15.5,3153,9630,3082,9205,1502,L010,400,9257,1000,9146
48929,17.8,15.3,16.55,3186,L021,7001,9500,1203,L253,903,L167,400,9740
48930,15.5,15.2,15.35,1110,9708,1204,9540,,,,,,
48931,18.7,17.8,18.25,3134,9009,3113,9222,3182,9152,,,,
48932,17.2,16,16.6,6800,8014,604,L173,3121,9084,3117,9476,,
48933,17.4,14.6,16,400,9020,1507,9813,1517,9081,,,,
48934,15.7,17.3,16.5,3135,9117,1504,8358,,,,,,
48935,17.1,15.8,16.45,1000,9006,3031,8402,1113,9548,,,,
48936,18.4,18.4,18.4,3145,L008,1107,L251,6800,9119,,,,
48937,13.8,15.2,14.5,300,9002,6810,L280,3064,9105,3022,9010,,
48938,18.7,13.6,16.15,7210,L066,3061,L015,3153,9627,7015,L068,503,9081
48939,17.3,13.9,15.6,3105,L131,1517,A013,506,9548,1517,9081,1105,9104
48940,14.6,17.9,16.25,3103,L127,1000,9243,1105,9104,507,9238,1501,9257
48941,15.7,17.2,16.45,1503,9141,903,8036,3042,9563,,,,
48942,17.8,12.3,15.05,1105,L209,3042,8323,,,,,,
48943,18.7,16,17.35,505,9139,1518,L162,,,,,,
48944,14.2,20,17.1,6800,9019,1107,9694,1000,9126,,,,
48945,19.1,20,19.55,1000,9078,3123,9130,502,9078,203,9210,,
48946,15.8,15.2,15.5,3063,9152,7220,L067,3164,9498,1104,9081,,
48947,17.8,12.2,15,7045,9890,3117,9889,3182,9123,903,L167,,
48948,15.1,15.4,15.25,3152,L124,7020,L068,150,L041,,,,
48949,16.7,14.3,15.5,3138,9119,1101,9554,3031,L140,506,9548,6800,9019
48950,16.8,15,15.9,3142,9853,3152,9112,1000,9353,,,,
48951,16.6,16.1,16.35,901,9554,903,9224,1000,8183,,,,
48952,19.6,19.8,19.7,3182,9109,1000,9119,903,L231,400,9147,,
48953,17.2,16.2,16.7,1000,L215,3102,9112,7220,9504,3031,9140,,
48954,18,17.4,17.7,1201,9129,3063,9152,505,9139,,,,
48955,13.3,15.9,14.6,7110,9076,501,9119,3122,9119,,,,
48956,13.4,17.9,15.65,3102,9123,3112,9876,1000,9119,501,L192,,
48957,13.7,19.4,16.55,400,9740,203,9016,,,,,,
48958,14.9,18.3,16.6,6800,L188,603,9347,3181,9054,3023,9994,,
48959,18.5,15.6,17.05,5402,8399,904,9081,902,9040,,,,
48960,19.4,15,17.2,1519,9912,3064,9540,,,,,,
48961,15.9,18.3,17.1,300,L202,501,9113,,,,,,
48962,16.7,15.2,15.95,3145,9763,1000,9223,3134,9205,903,L209,1502,9070
48963,16.9,17.7,17.3,1308,9147,3042,9082,911,9078,,,,
48964,13,16.2,14.6,7045,9500,1110,9813,1516,8364,1508,9791,,
48965,18.2,18.3,18.25,1103,9223,1000,9209,1506,9139,,,,
48966,18.8,17.2,18,1000,9146,602,9818,1000,9223,,,,
48967,13.9,15.9,14.9,7210,9504,3117,9058,7110,9183,,,,
48968,16.1,17.1,16.6,3062,9675,904,9081,903,9116,1000,L229,,
48969,14.3,14.7,14.5,902,9448,1510,9841,1107,L251,300,L209,1503,9119
48970,13.8,18,15.9,505,9135,3054,L021,,,,,,
48971,15.8,16.7,16.25,1110,9708,3102,9627,6800,9219,,,,
48972,16.9,15.8,16.35,602,9003,1000,9785,3131,8264,,,,
48973,15.4,17.4,16.4,203,9016,3063,8519,1107,9182,1518,L209,,
48974,17.2,14.1,15.65,1510,9707,7040,9500,1517,9081,300,9194,,
48975,16,14.3,15.15,3043,9125,300,9223,7001,9500,7110,9996,,
48976,17.5,16.4,16.95,1518,9455,1201,9752,3138,9242,1508,9556,,
48977,16,17.6,16.8,6810,L282,7092,9500,3145,9730,,,,
48978,20,16.8,18.4,1107,L251,1202,9204,7220,8149,,,,
48979,14.8,18,16.4,3063,9061,604,L047,3062,9898,7035,9500,,
48980,14.2,14,14.1,3118,L085,3164,8516,3042,L175,6810,L282,1516,9157
48981,17.7,18.7,18.2,1308,9081,3062,9054,1504,8358,7230,9549,1517,9147
48982,14.1,13.5,13.8,400,9048,903,9348,7110,9163,,,,
48983,16.7,19.5,18.1,3031,9759,1000,9499,3011,8005,1203,9104,,
48984,14.4,14.9,14.65,7220,8149,1503,9113,1503,9119,7220,L067,,
48985,16.8,16.1,16.45,3134,8005,3063,9152,1000,9381,903,L231,,
